;TIME_PERIOD;RAW_OBS_VALUE;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR;ATTR_ENCODING_LABELS
0;2021.0;VALUE WITHOUT MAPPING - PLEASE MAP;AFG;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
1;2021.0;3;ALB;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
2;2021.0;3;AND;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
3;2021.0;3;DZA;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
4;2021.0;3;AGO;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
5;2021.0;3;ATG;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
6;2021.0;3;ARG;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
7;2021.0;3;ARM;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
8;2021.0;3;AUS;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
9;2021.0;3;AUT;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
10;2021.0;3;AZE;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
11;2021.0;3;BHS;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
12;2021.0;3;BHR;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
13;2021.0;3;BGD;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
14;2021.0;3;BRB;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
15;2021.0;3;BLR;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
16;2021.0;3;BEL;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
17;2021.0;3;BLZ;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
18;2021.0;3;BEN;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
19;2021.0;3;BTN;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
20;2021.0;3;BOL;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
21;2021.0;3;BIH;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
22;2021.0;3;BWA;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
23;2021.0;3;BRA;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
24;2021.0;3;BRN;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
25;2021.0;3;BGR;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
26;2021.0;3;BFA;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
27;2021.0;2;BDI;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
28;2021.0;3;CPV;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
29;2021.0;3;KHM;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
30;2021.0;3;CMR;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
31;2021.0;3;CAN;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
32;2021.0;0;CAF;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
33;2021.0;0;TCD;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
34;2021.0;3;CHL;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
35;2021.0;3;CHN;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
36;2021.0;3;COL;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
37;2021.0;1;COM;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
38;2021.0;1;COG;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
39;2021.0;2;COD;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
40;2021.0;3;CRI;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
41;2021.0;3;CIV;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
42;2021.0;3;HRV;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
43;2021.0;2;CUB;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
44;2021.0;3;CYP;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
45;2021.0;3;CZE;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
46;2021.0;3;DNK;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
47;2021.0;1;DJI;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
48;2021.0;3;DMA;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
49;2021.0;3;DOM;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
50;2021.0;3;ECU;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
51;2021.0;3;EGY;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
52;2021.0;3;SLV;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
53;2021.0;0;GNQ;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
54;2021.0;0;ERI;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
55;2021.0;3;EST;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
56;2021.0;0;SWZ;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
57;2021.0;3;ETH;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
58;2021.0;3;FJI;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
59;2021.0;3;FIN;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
60;2021.0;3;FRA;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
61;2021.0;0;GAB;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
62;2021.0;3;GMB;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
63;2021.0;3;GEO;both;Online consumer protection;Marketplace;Product Safety;Legal framework national;MP_PS_LF_ONCOPR;https://unctad.org/en/Pages/DTL/STI_and_ICTs/ICT4D-Legislation/eCom-Consumer-Protection-Laws.aspx;UNCTAD;Does the country have online consumer protection legislation?;;;;E-transaction Legislation Worldwide;nan;2023;"3=Legislation; 2=Draft Legislation; 1=No Legislation; 0=No Data"
